text,scene
She hit some rough weather out by the shoals. Mingo Rock is the last place-,96
How do you know she-,96
Because that's what she said.,96
That's what she said? And when exactly did she-,96
You're gonna have to trust me on-,96
Turn her around...,96
Tink...,96
We can still get back before dark...,96
We're not going in.,96
"How are you gonna feel when they find her, Tink? When they find her dead at Mingo Rock?",96
"You'd better be right, St. Cloud... Or its gonna be you they find at Mingo Rock...",96
Sam...,96
"Goodbye, Sam...",98
We should be coming up on it...,98
Yeah...,98
God damn...How did you..?,98
Take the wheel...,98
What the hell-,98
Get as close as you can!,98
That water's freezing. You'll kill yourself...,98
Tess?,99
Tess? Tess!,99
Tess!,99
Tink..? Tink are you..?,99
Tess. . ?,99
"You can see from the number of people out here this morning, waiting, hoping for some word...just how much Tess Carroll means to her hometown of Marblehead...But it's been over forty-eight hours now...a long time to be out there in the freezing waters of the North Atlantic, and hopes of finding Tess Carroll alive are fading...",100
I should never have let her go...,100
Like you could have stopped her..?,100
"Mrs. Carroll, I know it's a terrible time for you but-",100
"This isn't a wake, young man. My daughter is alive. Maybe you'll do another story on her after she sails around the world.",100
"Oh, my God!",100
Call the hospital. Tell them...,100
Tink! Is she...,100
I don't know...,100
Tess...you're okay...?,101
"You saved me, Charlie...",101
"It's you who saved me. You brought me back. I'm ready to live again, Tess, and I want to be with you. Tess, you're my Querencia...",101
"I love you, Charlie St. Cloud...",101
"Tess, no...NO!",101
I love you...,101
No!,101
Tess Carroll. I have to-,102
She's no longer here.,102
Charlie!,102
Mrs. Carroll..? Where's..?,102
"Oh, Charlie...",102
"It was touch and go for awhile there, Charlie...but... ...The doctors are saying...it's a miracle. She's asking for you.",102
Here he is.,103
Tess...,103
You need anything?,103
Just to get out of here...,103
You're staying put for awhile...,103
See you around...,103
"If I'd known you were going to save my life, I wouldn't have been so mean to you.",103
When were you..?,103
The other night by my boat.,103
You weren't that mean...,103
"Oh, yes, I was... So tell me, Charlie St. Cloud...are you still racing?",103
Racing..? Tess-,103
You were the captain of the sailing team weren't you?,103
Tess-,103
I was two years behind you in high school.,103
"Hey...didn't you get a scholarship to...Dartmouth, right?",103
You've got a good memory.,103
"Sometimes I can't even remember what day it is...But I owe you my life, Charlie. That's one thing I'll never forget...",103
You should get some rest...,103
Do you have to go?,103
"Yeah, I-",103
Wait. Don't tell me. You have to fix the sprinklers or the whole place will...,103
Where'd that come from..?,103
You don't know?,103
I have no...idea...,103
"""Trust your heart though the seas catch fire. And live by love...",103
"""...though the stars walk backward...""",103
St. Cloud! Stop right there!,104
"Look, Fraffie, I-",104
I'll get the rest of my stuff later.,105
Won't be the same around here without you...So what are you gonna do?,105
I don't know...,105
Maybe we can meet up at Maddie's sometime. Grab a beer.,105
Let's see how it goes.,105
"I miss you, Sam...I miss you already...",107
"I'm right here, bro...",107
"I wish you could see me, Charlie... finally, as I was meant to be...You'd fall right off that log.",107
"I broke the promise, Sam...I'm sorry...",107
You were right to let go. I know that now. We were holding each other back.,107
"Charlie...I can go anywhere, do anything...It's beyond anything we ever imagined...",107
"You were out there with me, weren't you, Sam? You saved my life.",107
Call it a miracle.,107
"Oh, Charlie...",107
Why does it have to hurt so bad?,107
It hurts because you love me. It hurts because you're alive.,107
"I just want to see you, Sam...Hang out with you and laugh...I want to play catch...",107
We'll be back together in the blink of an eye. There'll be all the time in the world for having catches.,107
"I love you, Sam. We'll always be brothers.",107
You promise?,107
I promise.,107
"Night, Sam...",107
Tess and Charlie had to fall in love all over again...,107
They went to the movies at the Warwick...,108
...They had one too many drinks at Maddie's.,109
They got married at the Old North Church.,110
They settled down in a house on Cloutman's Lane.,111
The baby was born right here in Mary Alley Hospital...,112
They named him Sam...,113
The St. Clouds will live out their whole lives in Marblehead without even thinking about it...,114
"Well, that's the end of my story...the miracle of Charlie St. Cloud. And as it turns out, the miracle did have a purpose.",115
"Someday Charlie...well, he'll come back here to Waterside. But for now...",115
...He's got some sailing to do.,116
